"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sweden","SWE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","3.3604","3.1835","2.9397","1.4692","1.8529","2.437","3.3921","2.9791","2.9747","2.9922","3.01","2.6058","2.6203","2.188","2.1837","2.2865","2.4922","2.5185","2.3447","2.6272","3.1034","2.8733","3.209","3.4512","3.8651","3.8676","3.4862","3.4261","3.8504","4.043","3.9852","4.2107","3.5014","2.9325","3.2504","3.2299","5.2905","4.3889","4.7052","4.0094","4.2799","3.216","3.3024","2.8039","3.7036","3.688","3.8152","3.4508","1.8152","2.4271","3.2287","4.4466","3.787","3.6906","",
"Eswatini","SWZ","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0.0017","0.0018","0.0018","0.0017","0.0017","0.0011","0.0013","0.0017","0.0018","0.0017","0.0017","0.0017","0.0017","0.0013","0.001","0.0005","0.0019","0.0018","0.0013","0.0036","0.0036","0.0046","0.004","0.0033","0.0044","0.0047","0.0051","0.0047","0.0046","0.0048","0.0047","0.0042","0.0033","0.0013","0.0014","0.0024","0.0022","0.002","0.0019","0.0014","0.0014","0.0012","0.0012","0.0013","0.0013","0.0013","",
"Sint Maarten (Dutch part)","SXM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0019","0.0019","0.002","0.002","0.0022","0.0019","0.0019","0.002","0.0021","0.0023","0.0026","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Syrian Arab Republic","SYR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.5928","0.6419","0.6002","0.5956","0.5586","0.672","1.0109","1.2318","1.4131","1.2526","1.5946","2.1503","2.2072","2.2253","2.4534","2.1799","1.5774","5.7056","4.4719","3.7128","5.2069","6.038","6.879","7.8204","8.3636","8.3144","8.3009","8.0629","7.7764","7.807","7.9872","6.3719","5.2975","4.9877","4.4468","4.369","3.9307","4.2747","3.898","4.216","3.5035","3.118","2.3479","1.6447","1.5001","1.6876","1.4032","3.0927","2.0693","2.4461","2.5508","2.6641","2.8144","2.8596","",
"Turks and Caicos Islands","TCA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Chad","TCD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0026","0.0026","0.0027","0.0027","0.003","0.0026","0.0026","0.0027","0.0027","0.0031","0.0035","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0.0056","0.0063","0.0075","0.0025","0.0022","0.0014","0.0002","0.0038","0.0188","0.1508","0.1997","0.2055","0.2114","0.2531","0.1622","0.1409","0.1293","0.1328","0.2276","0.2848","0.342","0.4985","0.548","0.482","0.4413","0.3622","0.324","0.3814","0.4653","0.4476","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","56.7547","57.4299","63.6524","69.7711","75.9376","79.8299","83.518","101.0112","125.8381","132.0482","135.8945","124.9784","126.0796","128.8317","140.3124","149.1435","160.2579","166.9493","176.0618","211.2181","214.2545","229.7726","231.1898","227.8286","263.1827","262.2275","249.6302","304.334","295.7997","280.3673","314.4251","310.93","308.8007","374.25","361.5281","375.3143","430.5741","458.9538","477.2865","542.7341","604.4004","631.377","652.0158","687.6743","638.9307","687.8777","635.6285","678.1725","705.367","791.7448","768.8253","783.7959","762.517","792.1824","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","157.5367","158.5584","161.0066","172.9463","180.2243","181.2159","193.4053","202.4676","285.7515","270.941","274.2932","272.3953","275.2216","281.0224","287.1699","297.8648","297.7915","300.2539","327.1102","330.9548","329.3968","299.7242","298.6099","279.3694","286.4391","308.6584","287.9468","282.1501","312.1716","316.1334","311.283","308.1657","319.8245","361.8073","365.7081","373.9711","352.4781","357.2558","334.8704","337.2041","341.3929","340.6355","323.1372","307.9482","257.7085","284.9868","273.781","275.7726","274.3466","305.5872","286.1443","300.2912","309.1666","323.6842","",
"Togo","TGO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Thailand","THA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.147","0.147","0.1885","0.2135","0.1886","0.1997","0.2135","0.2274","0.2302","0.2443","0.2139","0.3003","0.2169","0.2707","0.3333","1.5931","1.8159","1.92","2.1471","2.1095","4.1887","3.1468","3.7985","4.3262","3.9563","4.3793","5.7499","5.871","7.8285","8.6808","9.9892","9.6828","10.1704","10.4307","12.0636","14.1086","15.7829","17.8146","21.4315","12.6557","16.3976","16.3834","23.4804","26.1323","22.6051","20.9717","20.137","17.3146","19.4334","21.8969","17.8698","17.5777","15.3497","16.2258","",
"Tajikistan","TJK","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0018","0.0018","0.0019","0.002","0.002","0.0022","0.0023","0.0024","0.0025","0.0026","0.0026","0.0026","0.0027","0.0028","0.0028","0.0028","0.003","0.0031","0.0032","0.0031","0.0035","0.0023","0.0016","0.0013","0.0005","0.0002","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0002","0.0003","0.0006","0.0006","0.0007","0.0012","0.0013","0.0013","0.0013","0.0016","0.0028","0.0035","0.0274","0.0069","0.0093","0.012","0.0128","0.0137","0.0143","0.0272","0.0276","0.0282","",
"Turkmenistan","TKM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.2292","1.2292","1.2581","1.2906","1.3228","1.2649","1.3724","1.4125","2.4472","2.5116","2.5099","2.5108","2.5349","2.5334","2.6017","2.7267","2.7586","2.7866","2.8208","2.8459","3.0059","2.671","1.3961","1.8989","3.3883","3.4255","3.5466","3.1199","3.8049","5.0225","7.2472","7.7039","8.9334","10.1227","10.2502","10.9187","11.2284","10.8214","11.6434","7.3803","8.1568","8.1671","10.007","9.661","9.1646","8.8824","8.6803","8.4817","8.1195","8.4412","9.6405","8.6547","8.5114","8.5999","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","94.5734","96.0754","99.8566","105.5891","106.3526","94.8213","98.4739","100.1149","106.8896","110.194","116.2825","114.3916","123.578","111.5965","117.787","122.3429","120.8657","119.9407","116.9156","122.5799","117.9178","125.0422","130.0734","135.6591","153.1541","142.7139","157.122","166.6855","172.7246","164.4978","171.3165","167.7171","165.0535","172.8413","180.6139","183.152","186.9468","191.2643","203.7028","201.459","196.7155","197.0536","213.4651","214.4186","216.0046","208.2335","197.7361","184.7246","185.7899","185.5605","168.8067","170.1029","171.0237","173.0971","",
"Timor-Leste","TLS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0627","0.1616","0.2264","0.1225","0.1038","0.0985","0.3425","0.1721","0.1655","0.1289","0.1091","0.1189","0.0935","0.1194","0.3348","0.2923","0.2043","0.1778","0.1453","0.1499","0.1264","0.0786","0.0652","0.0528","0.0651","0.0337","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","111.8658","112.3004","119.2835","142.1107","129.6021","120.7746","148.3099","144.4192","144.8239","129.3378","105.0228","75.1773","90.6135","89.0867","77.2213","84.1557","92.2504","88.6369","87.8116","82.2371","101.1856","104.3823","113.0882","111.4038","119.4814","123.4376","124.0549","121.4211","116.846","128.8969","137.8885","129.2215","122.6339","137.1084","138.2232","145.5329","145.7775","142.5758","148.6124","146.1246","150.2877","140.8731","165.7803","170.4268","179.0275","178.1106","186.9079","203.4646","203.0967","207.3117","197.4329","213.1129","214.633","219.4468","",
"Tonga","TON","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"South Asia (IDA & IBRD)","TSA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","19.2287","19.3399","19.7161","19.7953","21.0047","20.8456","21.3514","21.9804","20.8767","20.8747","21.3579","23.2072","24.3148","26.625","26.611","27.9444","29.4616","30.3084","31.4528","31.805","32.5675","33.3298","32.8863","35.5268","41.3514","41.814","42.5003","40.1477","40.1874","48.6971","50.4417","49.8717","54.565","58.0671","70.3013","68.8885","75.5846","63.9849","57.5473","52.2914","56.5841","64.3684","74.9594","74.7926","80.0305","82.244","86.3596","93.3771","96.2361","102.6208","93.5969","92.9436","122.6899","130.5224","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","45.1917","59.0394","71.8132","93.087","114.8452","89.7051","95.017","83.4173","84.0886","114.2366","105.9243","87.5326","93.4077","107.0046","115.0338","120.6212","121.4605","117.46","126.0112","123.9819","126.5757","126.403","126.5213","121.032","123.7842","137.0654","152.5929","146.3464","139.5108","138.7265","144.3848","168.1998","155.15","158.0187","159.1218","166.1942","157.9934","158.7211","157.9475","130.9527","149.2866","141.6924","131.3598","129.033","128.1274","130.0152","127.7491","132.3114","127.5825","126.3951","116.6867","116.2887","106.8825","104.4881","",
"Trinidad and Tobago","TTO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","4.5069","4.4746","3.7467","3.7899","4.196","3.4603","3.9732","4.3107","3.7825","3.6775","4.1573","4.7252","3.8441","3.6106","3.6182","3.7953","3.6862","3.8261","3.4188","3.0045","2.7696","2.8839","3.1079","2.946","2.8396","2.3175","2.651","2.592","2.4502","2.2833","2.476","3.2638","3.9202","6.2196","6.3078","7.2613","9.8956","8.7932","8.9719","8.3098","9.4776","9.9076","9.5602","10.2355","9.732","9.5102","8.8777","7.5527","8.8695","7.7572","6.3224","5.2083","5.1153","4.793","",
"Tunisia","TUN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1933","0.1933","0.2421","0.2143","0.1713","0.1895","0.204","0.2313","0.2263","0.2565","0.2905","0.3251","0.2624","0.3206","0.2642","0.372","0.4305","0.4159","0.2401","0.2549","0.2593","0.3768","0.6198","0.7075","0.7081","0.6953","0.6674","0.6422","0.6872","0.7809","0.7124","0.6981","0.6937","0.6707","0.6924","0.7778","0.885","0.9068","1.0925","1.1267","1.4105","1.493","2.171","2.0221","1.8676","1.5752","1.3158","1.229","1.1282","0.9883","1.062","1.1471","1.1874","1.1326","",
"Turkiye","TUR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.9468","2.6177","3.5125","4.5217","5.465","5.505","5.2683","6.9728","4.4556","4.1739","4.1921","4.0442","4.552","4.5865","4.8728","5.1524","5.5371","6.1991","7.5852","8.0922","8.5977","7.0025","8.4266","8.0223","8.5777","8.9535","8.4646","10.0144","10.4971","9.4581","9.0671","8.1534","8.3113","8.9878","9.5224","9.1878","9.8849","8.8338","11.197","12.8595","12.73","12.4648","13.3848","14.3176","13.2964","16.9726","18.9981","21.3491","17.8819","18.7771","16.345","17.8919","17.4315","17.0724","",
"Tuvalu","TUV","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0526","0.0526","0.0499","0.0416","0.0305","0.061","0.0526","0.0332","0.0305","0.0333","0.0333","0.0333","0.0416","0.0472","0.0417","0.0494","0.0416","0.0416","0.0416","0.0416","0.0416","0.0416","0.0388","0.0392","0.0392","0.0392","0.0393","0.0391","0.0392","0.0395","0.0008","0.0008","0.0008","0.0005","0.0131","0.0045","0.0043","0.0044","0.0043","0.0042","0.0042","0.005","0.0024","0.0066","0.004","0.0028","0.0027","0.0054","0.0061","0.0069","0.0067","0.0095","0.0243","0.0281","",
"Uganda","UGA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","27.7576","27.7576","28.5585","29.4563","30.3469","29.3821","31.7012","32.6643","53.6246","55.0336","55.1417","55.2076","55.7326","55.714","57.043","59.5273","60.1798","60.8864","61.5881","62.0339","65.2103","55.4721","49.9261","51.0655","41.4733","53.6972","36.4863","37.2562","39.5361","40.931","43.1624","37.6633","34.7934","35.6413","35.2473","39.3835","28.7758","29.798","27.8135","24.5277","28.0609","27.4057","27.7595","24.6666","15.1673","19.4553","10.2702","16.4485","19.4247","17.3663","16.3108","12.3224","11.8561","12.5853","",
"Upper middle income","UMC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","267.3789","268.7586","289.357","327.8067","328.6026","320.7142","357.4833","380.7092","435.3395","430.7476","422.4272","383.0735","424.3028","429.9589","440.3849","469.386","487.24","482.4545","502.6942","529.7937","551.6213","556.6263","557.7956","548.9238","584.4174","604.9395","579.6779","644.4469","641.3181","627.7111","681.0258","691.5733","696.1131","782.9498","785.626","821.0447","871.5668","902.0891","944.2462","979.339","1072.3064","1088.4237","1136.747","1174.6867","1076.4275","1128.7016","1067.1957","1132.7721","1156.0756","1243.4401","1195.9238","1231.6149","1204.6","1241.985","",
"Uruguay","URY","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.2841","0.2841","0.2487","0.2736","0.2828","0.2766","0.2509","0.1853","0.312","0.3008","0.2622","0.2242","0.2477","0.2024","0.1724","0.1689","0.1502","0.2521","0.2537","0.2589","0.2583","0.2964","0.3608","0.1331","0.0921","0.2901","0.3019","0.2623","0.3664","0.3382","0.3638","0.3619","0.2912","0.3175","0.4357","0.4356","0.4079","0.4167","0.395","0.3963","0.3791","0.2833","0.3769","0.4309","0.4511","0.4487","0.5594","0.1965","0.462","0.441","0.4194","0.4084","0.399","0.3877","",
"United States","USA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","350.5993","327.0706","345.9724","403.5284","381.1078","315.2847","334.8352","334.8668","334.7494","332.8116","280.6703","259.4473","260.5131","253.0473","266.6188","262.8428","267.1051","286.6862","295.473","295.5322","294.8836","284.2216","288.657","288.8969","290.075","293.4761","297.9508","296.1361","297.9183","286.777","291.4755","283.1305","314.6704","316.4987","310.3719","296.7121","305.7872","306.7362","304.2517","288.552","295.7551","273.4568","278.0736","284.8772","291.1751","295.2617","285.263","281.488","299.0102","313.9204","283.1171","290.2534","294.5233","299.4196","",
"Uzbekistan","UZB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.7465","1.7465","1.8151","1.891","1.9676","1.9454","2.0779","2.1445","3.1923","3.2754","3.2997","3.309","3.3385","3.3374","3.3943","3.5114","3.5407","3.5933","3.6269","3.6424","3.7789","3.8024","3.54","3.3031","4.9149","6.5227","11.1323","9.7891","10.6052","10.473","11.4339","12.2839","13.6129","12.7243","12.3927","12.189","12.728","11.5797","12.5659","10.2277","11.4884","11.4569","10.5647","9.3254","8.083","7.2201","7.3695","7.6648","21.0416","19.7598","8.9769","11.2432","11.7677","11.9066","",
"St. Vincent and the Grenadines","VCT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Venezuela, RB","VEN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","28.2118","26.8236","25.5528","27.0521","23.4116","16.834","15.6557","14.6177","15.6451","16.4587","16.2359","16.0635","17.0866","14.582","17.8005","15.0386","15.8946","19.68","15.7604","20.8631","22.1653","26.7879","28.8554","26.1191","39.9796","31.2986","40.3922","41.3459","40.469","43.1041","48.3133","43.9057","41.1471","40.0687","43.5276","43.2547","46.0511","47.308","52.6801","51.4167","46.934","44.475","54.9279","58.6554","62.2782","58.8361","57.4328","50.5391","48.5317","45.2292","34.9273","34.6906","35.7637","35.0344","",
"British Virgin Islands","VGB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Virgin Islands (U.S.)","VIR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0275","0.0275","0.0184","0.0275","0.0368","0.0478","0.0515","0.057","0.0551","0.0505","0.0478","0.0551","0.0577","0.0579","0.0459","0.0514","0.0563","0.0582","0.0557","0.0472","0.0427","0.0468","0.046","0.0543","1.2902","1.5202","1.4123","1.1263","1.2219","1.8359","1.4913","1.4991","1.2138","1.4189","1.493","1.5063","1.417","1.4929","1.3731","1.4955","1.4221","1.4434","2.1412","2.409","2.3573","2.2536","1.9714","2.1411","1.835","1.9879","1.7845","1.5733","1.7034","1.8664","",
"Vanuatu","VUT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"World","WLD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1355.1764946675","1369.0874834223","1452.5672653079","1627.7957251893","1621.3271482653","1475.5998705817","1591.5861150817","1589.6576525741","1699.5027768373","1701.244366307","1641.4164523245","1502.0765526684","1518.3605654801","1509.8338568452","1531.2419383455","1561.8145125272","1576.4043021113","1592.0607462386","1667.3783948717","1716.665119542","1714.6435306993","1726.7863298201","1699.3591742326","1689.7137650244","1777.5198627135","1812.6266415998","1821.0852447725","1882.5384372196","1895.376137889","1879.3249498783","1941.6133018483","1928.0719442462","1961.5363401757","2121.7639022207","2133.3012971895","2200.2619580506","2256.7852621429","2295.6611437282","2293.4450496328","2277.3187664176","2397.1956618649","2413.0092254248","2463.4890742203","2504.3439997407","2467.0433370101","2538.3156696475","2453.051282191","2513.8814408078","2577.4326605267","2710.3191605016","2550.7334735652","2620.8725047","2619.237843634","2666.4156604569","",
"Samoa","WSM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Kosovo","XKX","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1805","0.1805","0.1742","0.2614","0.196","0.168","0.1742","0.2085","0.2116","0.2116","0.2987","0.2738","0.3703","0.3734","0.3703","0.3858","0.3968","0.3528","0.3852","0.3836","0.3851","0.3893","0.3984","0.3918","1.4473","1.2113","1.3275","1.4207","1.3381","2.2851","2.6082","2.4841","2.2143","2.7102","2.7897","3.4878","4.4392","4.786","4.0747","5.0054","4.7222","4.2981","3.8436","4.43","4.3146","1.7702","0.7988","1.0835","1.479","1.9231","2.1778","2.2831","1.916","1.3387","",
"South Africa","ZAF","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","12.2851","12.2792","12.6757","13.3161","13.7276","14.8631","15.2144","15.5325","16.5755","16.8083","21.784","24.372","37.4151","49.6865","53.1849","55.7809","57.6105","58.6131","63.0242","56.1986","62.5072","60.0903","57.3112","50.7745","50.8771","55.8541","55.8522","56.2559","53.5014","54.8174","55.0732","78.5003","79.4962","75.1465","79.8066","88.1041","88.0984","95.1553","94.9295","71.7723","86.6957","78.9709","80.3765","77.0559","76.4561","77.7273","77.4961","81.2658","79.5639","78.7351","71.5484","73.8415","66.8711","65.1643","",
"Zambia","ZMB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0006","0.0006","0.0007","0.0629","0.1223","0.1282","0.131","0.1281","0.1222","0.1159","0.0744","0.0854","0.0792","0.0791","0.0708","0.0649","0.0617","0.0648","0.0676","0.0707","0.0679","0.0711","0.0711","0.0711","0.0709","0.0709","0.0551","0.0741","0.082","0.0421","0.0219","0.033","0.0385","0.0413","0.0468","0.0413","0.0412","0.0249","0.0277","0.0332","0.036","0.0332","0.0361","0.0361","0.0389","0.0334","0.0307","0.0349","0.0367","0.0395","0.0214","0.0037","0.0034","0.0036","",
"Zimbabwe","ZWE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.7065","0.7058","0.6069","0.6803","0.651","0.478","0.6187","0.7799","0.505","0.6036","0.5314","0.403","0.5322","0.5292","0.4891","0.4845","0.9296","0.9343","0.7171","0.2507","0.209","0.2167","0.2164","0.1875","0.143","0.142","0.1319","0.2133","0.214","0.3356","0.3079","0.3063","0.2819","0.2376","0.2236","0.5247","0.5058","0.3605","0.1964","0.211","0.2466","0.21","0.2703","0.2769","0.3145","0.3175","0.2858","0.2132","0.2427","0.2442","0.2948","0.8297","0.9532","1.0929","",
