"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Gambia, The","GMB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0014","0.0014","0.0015","0.0015","0.0016","0.0014","0.0014","0.0015","0.0015","0.0017","0.0019","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Guinea-Bissau","GNB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0008","0.0008","0.0008","0.0008","0.0009","0.0008","0.0008","0.0008","0.0008","0.0009","0.0011","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Equatorial Guinea","GNQ","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1282","1.1975","1.286","1.7504","2.1357","2.3156","2.3753","2.7243","2.0521","2.3341","3.014","3.0276","2.9922","3.2623","3.4139","3.0599","3.1606","3.0257","2.3243","2.4007","2.3757","2.1632","1.8979","1.6205","1.4963","1.2823","1.5295","1.2389","1.1248","1.0067","",
"Greece","GRC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.8679","0.8681","1.0729","1.6769","2.5576","2.1675","1.8209","1.7697","1.6081","2.2328","1.9905","1.7077","1.5752","1.2962","1.2558","1.0902","1.5598","1.805","2.1578","2.4283","2.2598","2.3073","2.2168","2.2719","2.4971","2.5401","2.7496","2.7598","2.7973","2.4553","3.1085","3.1338","3.181","3.0247","3.2638","3.4832","4.0353","4.1037","3.3465","3.1752","3.2524","2.5898","3.4911","4.282","4.3109","4.1275","4.5363","4.6226","4.69","4.2149","4.1045","4.5613","3.9061","4.065","",
"Grenada","GRD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Greenland","GRL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0095","0.0032","0.0032","0.0064","0.0053","0.0088","0.0091","0.01","0.0104","0.0111","0.0103","",
"Guatemala","GTM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1093","0.1093","0.1211","0.1329","0.1329","0.1329","0.1062","0.1004","0.1152","0.1095","0.1067","0.1129","0.1141","0.0959","0.1043","0.1103","0.0915","0.0941","0.089","0.0862","0.0835","0.0834","0.0837","0.052","0.0507","0.0537","0.0572","0.0606","0.0337","0.0417","0.0331","0.0614","0.06","0.048","0.0827","0.0856","0.0789","0.0853","0.0755","0.0819","0.0753","0.1072","0.1235","0.1426","0.1763","0.1891","0.2431","0.2855","0.2726","0.3036","0.2754","0.2692","0.2414","0.2585","",
"Guam","GUM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.5643","0.283","0.3823","0.2774","",
"High income","HIC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","970.1104","970.4621","1021.1995","1133.7794","1107.7413","1005.9174","1078.9337","1066.1033","1115.7878","1090.9091","1048.2146","969.0335","946.6237","928.4808","933.8518","932.969","926.0146","936.3599","988.896","1007.378","986.9421","984.2688","951.9576","947.4264","973.1975","985.6824","989.8621","989.585","1015.5697","1001.5715","988.494","970.538","1015.2745","1069.7268","1064.976","1092.996","1092.9226","1112.5458","1069.8512","1028.8847","1067.7139","1052.7098","1040.193","1035.552","1063.9988","1102.8983","1086.8547","1083.6681","1111.9663","1155.3308","1081.4841","1110.5598","1107.0611","1110.4589","",
"Hong Kong SAR, China","HKG","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0336","0.0336","0.0384","0.0411","0.0474","0.0539","0.0631","0.0667","0.0814","0.1083","0.1387","0.2581","0.1669","0.3013","0.4168","0.4254","0.5762","0.1391","0.6355","0.2399","0.015","0.2884","0.8817","0.9076","1.0579","1.0083","0.9338","0.3697","0.3711","0.383","0.4029","0.4133","0.413","0.4178","0.4209","0.4213","0.317","0.2105","0.1975","0.1363","0.1486","0.1587","0.1605","0.1626","0.1605","0.1577","0.1597","0.1578","0.1589","0.2927","0.2454","0.2265","0.2315","0.148","",
"Honduras","HND","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0757","0.0757","0.0702","0.0702","0.0671","0.064","0.0778","0.0751","0.0809","0.0654","0.0688","0.0391","0.0235","0.0512","0.0774","0.0719","0.0369","0.0515","0.045","0.0316","0.0202","0.017","0.0202","0.0031","0.0031","0.0031","0.0031","0.0031","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0217","0.0179","0.0185","",
"Heavily indebted poor countries (HIPC)","HPC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","3.1349","4.1429","4.5336","11.1338","14.874","9.9894","9.8879","4.3586","3.781","3.1997","3.6209","3.7685","4.0817","5.9893","5.9625","5.8951","6.854","6.1923","4.3895","5.7912","5.9635","6.1904","6.4364","7.943","9.376","8.2906","9.4475","11.0604","11.0348","10.3026","10.0131","9.7073","8.4669","8.8728","8.717","9.3961","9.506","9.7767","9.7615","9.9286","10.0065","9.3113","8.3371","9.3243","9.3638","9.9125","9.837","9.7138","10.2698","10.0672","10.9739","10.5768","11.9211","10.8005","",
"Croatia","HRV","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.147","2.1887","2.3524","2.4688","3.1236","3.6128","4.2193","3.6617","3.917","4.4015","4.0998","5.8898","5.8675","6.7877","8.3298","8.6013","9.3669","9.4236","8.7066","6.4214","3.793","2.7382","2.1546","2.2703","2.2987","2.3966","2.5639","2.1","2.143","2.0596","2.0962","1.9588","2.1285","2.161","2.1653","2.1277","1.9743","2.1568","1.643","2.0365","1.9102","1.9586","1.6531","1.4475","1.5138","1.4529","1.3011","1.3457","1.311","1.0587","0.8805","0.8995","0.8854","0.9047","",
"Haiti","HTI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0032","0.0032","0","0","0","0","0","0.0032","0.0032","0.0032","0.0032","0","0","0","0","0","0","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.182","0.1626","0.0313","0.0439","0.0439","0.0469","0.0476","0.0479","0.0174","0.0171","0.0119","0.013","",
"Hungary","HUN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.7909","3.2048","3.2967","3.5746","3.4181","2.9708","2.8585","2.907","3.1263","3.313","3.4867","3.2282","3.0203","3.1396","2.8466","4.2482","4.3042","4.5281","4.6064","4.1978","3.6817","3.506","3.826","4.1091","3.8812","3.9388","4.2214","4.3938","3.8003","3.8715","2.987","2.8169","2.4147","2.4412","2.2462","2.4846","3.0472","2.5555","2.5483","2.2752","2.3764","2.2987","2.0186","2.1756","2.7404","2.6732","2.7382","3.2974","3.7927","3.5949","3.3786","3.0344","3.4777","3.5606","",
"IBRD only","IBD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","455.714","459.4441","480.4422","531.4379","535.1585","520.8523","565.5942","595.0599","710.4011","690.1474","683.5903","641.5277","684.0135","691.8384","709.81","745.7668","765.2986","766.9685","806.0082","840.9181","858.6112","850.1306","861.0445","836.098","907.0483","928.3105","909.0184","965.355","987.1322","987.9838","1029.8899","1034.7913","1042.2662","1172.6543","1188.9184","1225.965","1266.4342","1294.9746","1303.4628","1339.1545","1423.7327","1443.3698","1497.3508","1520.2892","1437.2659","1513.2855","1453.1955","1509.8907","1521.1739","1648.9102","1572.2623","1617.1783","1629.3809","1686.7482","",
"IDA & IBRD total","IBT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","485.151","502.7434","535.3284","603.2995","627.9665","587.1924","640.0755","653.4106","768.2684","777.6323","758.7752","697.6824","733.2152","744.1669","764.1354","802.0725","822.0876","823.5492","865.3632","902.7768","921.8979","918.6541","932.3689","910.8197","987.3929","1015.9168","1013.8471","1061.0848","1077.2401","1077.319","1129.7396","1134.1058","1126.0276","1262.0928","1275.4964","1313.053","1349.3545","1372.7557","1379.9669","1410.7659","1498.6672","1516","1560.7176","1584.2935","1499.8292","1571.4678","1508.1622","1567.8228","1592.4188","1719.2201","1631.4928","1676.5352","1686.9127","1743.421","",
"IDA total","IDA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","29.437","43.2993","54.8862","71.8616","92.808","66.3401","74.4813","58.3507","57.8673","87.4849","75.1849","56.1547","49.2017","52.3285","54.3254","56.3057","56.789","56.5807","59.355","61.8587","63.2867","68.5235","71.3244","74.7217","80.3446","87.6063","104.8287","95.7298","90.1079","89.3352","99.8497","99.3145","83.7614","89.4385","86.578","87.088","82.9203","77.7811","76.5041","71.6114","74.9345","72.6302","63.3668","64.0043","62.5633","58.1823","54.9667","57.9321","71.2449","70.3099","59.2305","59.3569","57.5318","56.6728","",
"IDA blend","IDB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","27.2006","41.0055","52.5751","69.6109","90.4502","63.8664","71.6936","55.1681","54.5724","84.3505","71.5568","51.8762","44.84","47.0046","49.3628","51.7869","52.8665","48.6291","52.845","56.1764","56.0756","60.5295","62.4745","64.5555","67.6151","75.3684","92.3488","83.0125","77.9885","76.2374","86.4729","87.5103","73.0805","78.081","75.37","74.928","69.6467","63.6061","63.6364","57.7901","61.904","60.1619","52.3003","53.3994","51.0934","48.5296","46.4348","47.2625","61.7244","60.1283","47.8169","47.3063","45.0726","45.523","",
"Indonesia","IDN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","6.3791","6.7451","9.9729","12.5879","14.4147","11.6258","12.569","25.5302","29.6547","30.5547","21.2478","20.3049","18.6203","16.2457","17.5674","18.2591","19.9853","20.6404","22.7808","21.8413","37.3605","43.6136","46.2995","47.4296","45.6603","51.2588","49.9149","53.5299","61.6277","51.2109","41.609","43.3431","45.0361","47.8957","41.8795","40.8001","39.3748","37.4401","37.2779","37.6461","44.3235","39.4145","35.3595","34.2647","34.6837","33.3397","34.3846","31.3287","31.6215","30.242","29.4757","26.9038","27.5292","29.3372","",
"IDA only","IDX","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.2364","2.2938","2.3111","2.2507","2.3578","2.4737","2.7877","3.1826","3.2949","3.1344","3.6281","4.2785","4.3617","5.3239","4.9626","4.5188","3.9225","7.9516","6.51","5.6823","7.2111","7.994","8.8499","10.1662","12.7295","12.2379","12.4799","12.7173","12.1194","13.0978","13.3768","11.8042","10.6809","11.3575","11.208","12.16","13.2736","14.175","12.8677","13.8213","13.0305","12.4683","11.0665","10.6049","11.4699","9.6527","8.5319","10.6696","9.5205","10.1816","11.4136","12.0506","12.4592","11.1498","",
"Isle of Man","IMN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","18.9126","19.0238","19.3944","19.495","20.7878","20.564","21.0518","21.6011","20.5105","20.5076","20.965","22.5325","23.6547","25.0144","25.6425","27.2259","28.7691","29.4999","30.8154","31.0392","31.828","32.6112","32.1374","34.38","40.4011","40.9609","41.6644","39.0701","39.1179","47.641","49.6088","48.9975","53.6632","57.0971","69.295","67.9195","74.1894","62.8523","56.3827","51.1822","55.3593","63.1227","73.6685","74.3197","78.7008","80.8822","85.0327","92.0371","94.9074","101.2619","92.2749","91.5567","121.3264","129.1678","",
"Not classified","INX","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.3125","0.3692","0.2618","0.4731","0.4749","0.6617","0.5962","0.627","0.507","0.5008","0.4709","0.3033","0.298","0.3622","0.4701","0.6922","0.7212","0.5166","0.4287","0.4643","0.3702","0.3633","0.3418","0.4131","0.3504","0.3994","0.3887","0.3811","0.4006","0.4451","0.4306","0.5471","0.5661","0.6436","0.6006","0.7358","0.8384","0.7942","0.6794","0.6432","0.6344","0.5702","0.6049","0.6191","0.5874","0.5863","0.5552","0.5593","0.5522","0.5238","0.552","0.5063","0.4792","0.4396","",
"Iran, Islamic Rep.","IRN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","44.3446","49.96","56.0125","66.1871","66.5434","59.1056","68.6772","65.2457","62.0693","42.4844","26.5287","20.9988","35.6732","32.94","19.7428","17.4461","17.0064","16.2322","15.8431","11.798","33.039","35.2621","34.0194","32.2046","36.6704","35.574","37.5458","37.7523","35.2797","42.7035","43.42","41.34","42.4242","51.3874","52.5403","59.075","57.5292","56.637","59.632","57.6408","56.6825","56.6418","55.4984","58.3825","61.5112","62.9283","70.2571","79.7986","77.9234","77.4696","77.5071","86.9579","88.9626","97.2834","",
"Iraq","IRQ","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","12.6815","16.4885","15.1725","17.5863","18.9553","20.6765","26.1853","21.3892","22.425","29.1045","23.0887","9.0438","9.5245","9.9818","12.0305","15.0753","17.2517","14.3488","13.7331","14.4981","12.4405","10.5238","10.2061","9.6173","9.1382","9.3514","8.9857","12.9534","14.5465","16.7137","18.0801","18.0862","16.9427","16.0207","18.8482","17.2882","17.6954","15.9942","18.0575","19.7519","22.0504","22.9677","30.1583","33.1522","40.7737","44.6266","48.4995","49.9988","50.6237","51.6295","48.2853","49.0677","50.7553","47.1753","",
"Iceland","ISL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.5768","0.5768","0.6168","0.6768","0.6815","0.7245","0.6894","0.7983","0.8418","0.7599","0.7255","0.7587","0.9195","0.7734","0.734","1.8925","1.8422","1.9665","2.0195","2.2466","2.2154","2.2434","2.3181","2.6635","2.4706","1.9821","1.5558","1.8234","2.7319","2.5888","2.7879","2.8439","2.6697","2.5048","2.0589","2.0844","2.9665","2.2182","2.2185","2.3026","3.2013","2.08","1.8727","1.8883","1.4286","1.8379","1.9135","1.6564","1.5855","2.2542","2.2967","1.8302","1.9292","1.9638","",
"Italy","ITA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","23.0858","23.5946","25.0398","27.6124","30.2583","29.1713","29.8845","29.1062","29.8701","28.7101","30.5708","30.1108","27.5144","27.355","28.2989","27.7728","28.6276","26.2601","25.1613","26.8309","25.0199","23.705","23.9797","23.2312","22.1669","22.6175","21.8059","22.9264","23.3197","21.551","22.2823","19.7891","20.5961","19.3702","19.0442","20.4626","19.3662","20.7935","19.6645","17.3741","19.4918","18.4392","16.2312","12.5881","11.8549","13.1608","11.3376","13.6154","13.5604","13.5866","11.4134","12.3675","11.8844","11.3936","",
"Jamaica","JAM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0637","0.0637","0.0637","0.0693","0.061","0.0554","0.0526","0.0418","0.0418","0.0448","0.0418","0.039","0.0362","0.039","0.039","0.039","0.0362","0.0416","0.0416","0.0416","0.2945","0.1082","0.0128","0.0096","0.0158","0.0126","0.0126","0.0126","0.0126","0.0126","0.0094","0.0094","0.0126","0.0126","0.0062","0.0062","0.0062","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0.0194","0.0071","0.0071","0.0071","",
"Jordan","JOR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.2838","1.2838","0.5946","0.6978","0.8437","0.8469","0.9802","0.9895","1.2522","1.4522","1.8545","1.9469","1.708","2.1741","2.0981","2.0712","1.9253","2.5601","2.7615","0.5403","0.4419","0.5265","0.4168","0.4168","0.4168","0.4356","0.4826","0.4952","0.514","0.4951","0.4638","0.4105","0.467","0.4827","0.4357","0.4669","0.4732","0.536","0.5486","0.5265","0.4923","0.5422","0.5994","0.5225","0.5775","0.5996","0.6111","0.5654","0.5033","0.497","0.4438","0.3794","0.4563","0.5036","",
"Japan","JPN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","50.9294","53.0544","57.1594","62.0199","75.6036","63.831","67.0669","65.1264","61.4717","61.4347","82.554","87.792","90.5419","84.5906","90.0323","88.8633","85.2168","80.6158","84.9701","86.1797","71.5112","69.5446","67.1567","68.5006","66.348","65.5654","65.0572","64.9438","62.0145","64.1221","61.8293","59.5958","59.9044","58.8466","59.3497","62.3358","62.2767","63.2683","59.1799","58.405","60.8887","57.5492","56.8335","57.8187","56.4147","55.263","53.5683","50.9155","52.6914","50.6023","44.2339","46.1495","36.4151","32.2261","",
"Kazakhstan","KAZ","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","3.2743","3.2726","3.4215","3.5891","3.7509","3.7812","4.0037","4.1292","5.5163","5.652","5.7088","5.7238","5.7707","9.436","9.6054","9.9542","9.4815","9.2979","13.1671","13.0228","7.5387","10.4769","12.1512","10.0802","10.9618","11.7811","11.5493","12.8084","13.9634","13.8522","20.9034","22.0306","32.3399","35.0117","40.2471","42.5043","48.8367","46.4789","55.928","57.8459","67.305","70.5088","66.9374","73.6744","28.1047","21.8596","22.872","22.1984","20.5794","16.8179","17.1987","20.589","20.8288","20.7213","",
"Kenya","KEN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1947","0.1947","0.1919","0.176","0.2161","0.2161","0.2009","0.1978","0.2258","0.2072","0.194","0.1729","0.1612","0.1366","0.1366","0.1335","0.208","0.2429","0.228","0.2502","0.2582","0.218","0.2319","0.2319","0.2723","0.2343","0.225","0.2095","0.2178","0.215","0.2576","0.215","0.2008","0.1894","0.2178","0.2091","0.2091","0.2122","0.2008","0.2036","0.2036","0.2205","0.1274","0.0793","0","0","0","0","0","0","0","0","0","0","",
"Kyrgyz Republic","KGZ","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0063","0.0063","0.0066","0.007","0.0073","0.0077","0.0082","0.0086","0.0089","0.0091","0.0093","0.0094","0.0097","0.0099","0.0101","0.0101","0.0107","0.011","0.0113","0.0111","0.0126","0.0121","0.0076","0.006","0.003","0.0016","0.0014","0.0018","0.0015","0.0014","0.0015","0.0016","0.0016","0.0014","0.0016","0.241","0.1962","0.2012","0.2214","0.1449","0.1223","0.0981","0.2213","0.1055","0.0856","0.0713","0.0257","0.0463","0.0971","0.1442","0.0942","0.0598","0.0659","0.072","",
"Cambodia","KHM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0248","0.0002","0.0002","",
"Kiribati","KIR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"St. Kitts and Nevis","KNA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Korea, Rep.","KOR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","4.7398","4.7398","4.9248","6.4005","7.6291","6.9303","9.649","10.5755","7.9886","11.677","11.5232","14.5206","15.937","19.6278","24.5057","28.2322","26.4498","25.2318","27.8357","29.5417","21.58","21.335","16.7454","17.8659","16.579","17.0062","18.2431","20.6397","20.5881","20.8351","22.9173","22.9772","28.3459","28.1202","29.3088","32.781","29.0643","36.691","39.0941","37.2344","41.1868","47.0255","48.6028","48.2112","57.2599","55.3284","62.3694","56.8037","53.8","55.9816","54.3295","54.2245","48.3151","45.4801","",
"Kuwait","KWT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","27.1494","29.3094","28.4512","23.3281","16.7984","12.7542","11.8396","9.9218","11.6898","11.6654","7.3725","4.5271","3.6401","4.527","4.74","5.0235","4.7535","4.5523","5.8797","6.9098","7.1348","30.0839","5.2675","8.5048","12.7213","12.0947","12.0243","13.3749","11.9552","12.6175","12.6562","12.2392","12.7906","15.2065","16.5228","15.892","15.6319","15.775","15.8662","14.4175","14.5164","15.7297","15.7017","16.5489","15.801","16.1758","16.725","15.6944","16.6387","17.4848","18.8599","18.6496","20.2812","21.3514","",
"Latin America & Caribbean (excluding high income)","LAC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","54.0007","54.4949","58.8999","63.5292","68.7387","64.5399","67.5473","73.1213","79.572","81.6166","88.9438","88.6115","98.997","89.8677","93.0593","100.4521","98.6684","95.4839","96.7377","96.8808","91.7166","93.654","95.1403","103.8506","106.4409","104.5341","108.8201","118.3699","124.5575","113.9076","116.4688","116.6224","115.2074","122.1363","125.5183","127.8397","126.5065","130.5733","136.5864","137.5145","137.5883","139.6027","146.04","142.2656","141.1402","137.7729","129.0798","124.8151","126.3623","129.7419","124.7276","127.1217","127.166","130.621","",
"Lao PDR","LAO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0.0001","0.0001","0.0001","0.0002","0.0002","0.0002","0.0003","0.0002","0.0003","0.0004","0.0004","0.0005","0.0006","0.0007","0.0008","0.0011","0.0012","0.0022","0.0024","0.0025","0.0026","0.0028","0.0026","0.0049","0.0049","0.0057","0.0057","0.007","0.0105","0.0088","0.0095","",
"Lebanon","LBN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.3267","0.3267","0.3205","0.641","0.6223","0.4667","0.4045","0.4667","0.4045","0.2303","0.2489","0.2365","0.0747","0.0778","0.1182","0.0965","0.1742","0.196","0.0933","0.0156","0.0156","0.0622","0.0622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
